DisNo.,Disaster Subgroup,Disaster Type,Disaster Subtype,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Total Damage ('000 US$)
2023-0330-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Nalbari, Baksa, Lakhimpur, Bajali, Barpet distrcits (Assam);Sikkim",Heavy rains,"Slide (land, mud, snow, rock)",,,Km2,,,2023,6,14,2023,6,23,,,500000,,500000,
2023-0331-IND,Meteorological,Storm,Tropical cyclone,Cyclone 'Biparjoy',IND,India,Southern Asia,Asia,"Barmer, Jalore, Sirohi, Pali, and Rajmasand (Rajasthan); Gujarat",,"Flood|Slide (land, mud, snow, rock)",,125,Kph,,,2023,6,19,2023,6,21,7,,10000,,10000,
2023-0332-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Dallas, Tarrant, Denton, Ochiltree counties (Texas); Louisiana, Mississippi, Alabama, Georgia, Tennessee, Arkansas, South Carolina and Florida",,Hail,,,Kph,,,2023,6,10,2023,6,17,3,12,600,,612,4100000
2023-0359-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,"Mandi, Solan and Hamirpur districts (Himachal Pradesh); Uttarakhand, Punjab, NewDelhi, Haryana",Monsoon rains,"Slide (land, mud, snow, rock)",,,Km2,,,2023,6,26,2023,7,12,62,,5,,5,3000
2023-0364-USA,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,"Texas, Louisiana, Florida, Arizona, New Mexico, Kansas, Oklahoma, and southern California",,Pollution,,56.7,°C,,,2023,6,,2023,7,,14,,,,,
2023-0370-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Montana, Wyoming, South Dakota, Nebraska, Minnesota, Ohio, Tennessee, Oklahoma, Wyoming, Colorado, Indiana, Kentucky, Arkansas",,Hail,,,Kph,,,2023,6,23,2023,6,29,8,100,,,100,5300000
2023-0426-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Vermont, New York, Connecticut, Pennsylvania, Massachusetts, New Jersey, New Hampshire, Missouri, Illinois, Kentucky,Tennessee",Severe storms,,,,Km2,,,2023,7,9,2023,7,18,10,,,,,2200000
2023-0428-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Himachal Pradesh, Uttarakhand, Delhi, Bihar, Madyah Pradesh, Maharashtra, Chhattisgarh, Gujarat, Punjab, Karnataka, Assam",Monsoon rains,,,,Km2,,,2023,6,25,2023,9,7,1529,,10250000,,10250000,
2023-0459-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,"Irshalwadi Village (Raigad District, western Maharashtra State)",Heavy rains,,,,,,,2023,7,19,2023,7,19,28,,,200,200,
2023-0465-CAN,Hydrological,Flood,Flood (General),,CAN,Canada,Northern America,Americas,"East and West Hants Regional Municipality, Halifax Regional Municipality, Lunenburg and Queens counties in southern Nova Scotia",Heavy rains,,,,Km2,,,2023,7,21,2023,7,22,4,,450,,450,
2023-0486-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,Mulugu District (western Telangana),Monsoonal rains,,,,Km2,,,2023,7,27,2023,7,31,23,,,,,
2023-0524-USA,Climatological,Wildfire,Wildfire (General),'Lahaina' wildfire,USA,United States of America,Northern America,Americas,Maui and Kula City (Hawai),,,,,Km2,,,2023,8,9,2023,8,10,128,,7695,,7695,5500000
2023-0534-USA,Climatological,Wildfire,Wildfire (General),Gray fire and the Oregon fire,USA,United States of America,Northern America,Americas,Spokane County (eastern Washington State),,,,,Km2,,,2023,8,,2023,8,22,2,1,720,81,802,
2023-0547-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,Himachal Pradesh and Uttarakhand states,,,,,,,,2023,8,23,2023,8,24,10,,605,,605,
2023-0548-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,Mizoram State,,Collapse,,,,,,2023,8,23,2023,8,23,26,2,,,2,
2023-0565-USA,Meteorological,Storm,Tropical cyclone,Hurricane 'Idalia',USA,United States of America,Northern America,Americas,"Tampa, St. Petersburg, Sarasota, Tarpon Springs, Fort Myers Naples (Florida); Brooks and Lowndes Counties (Georgia); Mt. Pleasant, Edisto Beach, and Folly Beach (South Carolina); Whiteville, Wilmington, Outer Banks (North Carolina)",,Flood,,150,Kph,,,2023,8,28,2023,8,29,5,,,,,3500000
2023-0606-IND,Meteorological,Storm,Lightning/Thunderstorms,,IND,India,Southern Asia,Asia,"Khurda, Balangir, Angul, Boudh, Dhenkanal, Gajapati, Jagatsinghpur, and Puri (Odisha State)",,Flood,,,Kph,,,2023,9,2,2023,9,6,12,14,1060,,1074,
2023-0622-IND,Climatological,Glacial lake outburst flood,Glacial lake outburst flood,,IND,India,Southern Asia,Asia,"Sikkim state Gangtok, Mangan and Pakyong (Bengal state)",,Flood,,,,,,2023,10,5,2023,10,5,178,,88400,,88400,
2023-0651-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"New York city; New Jersey, Connecticut, Texas, Oklahoma, and Arkansas",Heavy rains and storms,Storm,,,Km2,,,2023,9,29,2023,10,4,,,,,,
2023-0656-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Nebraska, Texas, Oklahoma, Missouri, and Kentucky",,Hail|Transport accident,,,Kph,,,2023,9,21,2023,9,27,2,,,,,1600000
2023-0785-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,Portland City area (Oregon State); Snohomish and Wahkiakum Counties (Washington State),Heavy rains and snow,,,,Km2,,,2023,12,4,2023,12,6,3,,126,,126,
2023-0792-IND,Meteorological,Storm,Tropical cyclone,Tropical storm 'Michaung',IND,India,Southern Asia,Asia,"Andra Pradesh, Telangana, Tamil Nadu States",,Flood,,110,Kph,,,2023,12,5,2023,12,6,20,,4390000,,4390000,125000
2023-0812-IND,Meteorological,Storm,Severe weather,,IND,India,Southern Asia,Asia,Gujarat state,,Flood|Hail|Lightening,,,Kph,,,2023,11,26,2023,11,27,24,25,,,25,
2023-0826-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Nashville City, Davidson County; Clarksville City, Montgomery County in (Tennesee state); Louisiana; Connecticut",,Flood|Lightening,,,Kph,,,2023,12,9,2023,12,11,6,91,1950,,2041,100000
2023-0843-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Massachusetts, Maine, New Jersey, New York, Pennsylvania and South Carolina",,Flood,,,Kph,,,2023,12,16,2023,12,19,7,12,57,,69,1300000
2023-0846-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Thoothukudi, Tirunelveli, Kanniyakumari and Tenkasi Districts (Tamil Nadu state)",Heavy rains,,,,Km2,,,2023,12,18,2023,12,20,10,,,,,
2024-0004-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"New Mexico, Colorado, Kansas, Nebraska, South Dakota, and Iowa; Panama City and Jackson County (Florida), Cottonwood (Alabama), Bamberg (South Carolina), Catawba County (North Craolina).",Two powerful storm systems,Flood|Severe winter conditions,,,Kph,,,2024,1,8,2024,1,10,5,11,,,11,2850000
2024-0005-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Pennsylvania, Massachusetts, New York, Oregon, Maine, Mississippi, Tennessee Arkansas, Illinois, Wisconsin, Washington, Kentucky, New Jersey, Louisiana states.",,Cold wave|Flood|Snow/ice|Transport accident,,,Kph,,,2024,1,9,2024,1,22,61,,,,,3800000
2024-0062-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Los Angeles, Monterrey, Santa Barbara, Ventura, San Diego, Santa Clara, San Mateo, Santa Cruz, Sutter and Sacramento (California)",,"Flood|Slide (land, mud, snow, rock)|Snow/ice|Storm",,160,Kph,,,2024,2,4,2024,2,8,9,,86,,86,1100000
2024-0079-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"New Mexico, Colorado, Oklahoma, Lousiana, Texas, Pennsylvania, New Jersey, New York, Connecticut., Mississippi, Wisconsin, Massachusetts, New Hampshire",Two storms systems,Flood|Snow/ice,,,Kph,,,2024,2,8,2024,2,13,1,,,,,1300000
2024-0126-USA,Climatological,Wildfire,Wildfire (General),"Smokehouse Creek, Windy Deuce and Grape Vine Creek fires",USA,United States of America,Northern America,Americas,"Texas, Oklahoma",Hot and windy conditions,,,,Km2,,,2024,2,26,2024,3,7,2,,300,39,339,610000
2024-0149-IND,Meteorological,Storm,Severe weather,,IND,India,Southern Asia,Asia,"Unakoti, Sepahijala, Dhalai, South, West, Khowai and Gomati Districts (Tripura state); Una District (Himachal Pradesh State)",,Flood|Lightening,,,Kph,,,2024,3,27,2024,3,27,4,7,22810,115,22932,
2024-0173-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Ohio, Indiana, Kentucky, Kansas, Oklahoma, Illinois and Arkansas",,Hail,,,Kph,,,2024,3,12,2024,3,16,3,70,,,70,5900000
2024-0193-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"California, Maine, Great Lakes, New England, Oklahoma, Ohio, West Virginia, Kentucky, Tennessee, Georgia, Pennsylvania, New Hampshire, New York, New Jersey, Massachusetts","Long-lasting, multi-hazard weather system","Avalanche (Snow, Debris)|Flood",,,Kph,,,2024,3,29,2024,4,5,5,,,,,2650000
2024-0205-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Texas, Louisiana, MIssissippi, Florida, Colorado, Nebraska, and Wyoming",,Storm,,,Km2,,,2024,4,6,2024,4,11,1,10,216,,226,2700000
2024-0246-IND,Meteorological,Extreme temperature,Heat wave,,IND,India,Southern Asia,Asia,"New Delhi; Rajasthan, Bihar, Gujarat, West Rajasthan, Punjab, Haryana, Chandigarh",,,,50.5,°C,,,2024,3,,2024,6,,733,25000,,,25000,
2024-0266-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Oklahoma, Iowa, Nebraska, Texas, Kansas, Missouri, Michigan, Tennessee, North and South Craolinas",,Flood,,,Kph,,,2024,4,25,2024,5,8,4,10,558,597,1165,1725000
2024-0280-IND,Meteorological,Storm,Hail,,IND,India,Southern Asia,Asia,"Bishnupur, Imphal West, Imphal East, Thoubal, Kakching, Tengnoupal, Kangpokpi, Noney, and Churachandpur districts (Manipur state)",,Flood,,,Kph,,,2024,5,5,2024,5,5,1,,77000,,77000,
2024-0288-CAN,Climatological,Wildfire,Forest fire,,CAN,Canada,Northern America,Americas,"Fort Nelson, Carpenter Lake, Fontas, and Doig River First Nation reserve (British Columbia); Alberta, Manitoba Provinces",,,,,Km2,,,2024,5,12,2024,5,13,,,3500,,3500,
2024-0290-IND,Meteorological,Storm,Severe weather,,IND,India,Southern Asia,Asia,Bombay,,Collapse,,,Kph,,,2024,5,13,2024,5,13,16,75,,,75,
2024-0296-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,"Oklahoma, Arkansas, Kansas, Nebraska, Michigan, Indiana, Ohio, Kentucky, Tennessee, Alabama, North Carolina, South Carolina, Georgia and Florida",,Flood|Hail|Lightening,,,Kph,,,2024,5,6,2024,5,8,3,5,120,,125,6600000
2024-0307-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Houston (Texas); Kansas, Oklahoma, Missouri, Iowa, Wisconsin, Illinois, Nebraska",,Flood,,160,Kph,,,2024,5,16,2024,5,22,5,,,,,4800000
2024-0314-USA,Meteorological,Storm,Tornado,,USA,United States of America,Northern America,Americas,Greenfield (Iowa state),,,,,Kph,,,2024,5,22,2024,5,22,5,35,,300,335,
2024-0320-IND,Meteorological,Storm,Tropical cyclone,Cyclone 'Remal',IND,India,Southern Asia,Asia,"Aizawl (Mizoram state); Bengal, Assam, Nagaland, Meghalaya states; West Bengal, Telangana",,"Flood|Industrial accidents|Slide (land, mud, snow, rock)",,,Kph,,,2024,5,26,2024,5,30,51,500,2109143,,2109643,
2024-0340-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Arkansas, northern Texas, eastern Oklahoma, Kentucky, Alabama, Colorado, Missouri, Illinois",,Flood|Hail|Lightening,,,Kph,,,2024,5,23,2024,5,30,23,80,102,,182,3500000
2024-0351-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Texas, Colorado",,Hail,,,Kph,,,2024,5,30,2024,6,5,2,,,,,3200000
2024-0399-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,Assam and Meghalaya states,Monsoon rains,,,,Km2,,,2024,5,,2024,7,8,48,,2100000,,2100000,
2024-0403-USA,Climatological,Wildfire,Forest fire,' South Fork' and 'Salt' fires,USA,United States of America,Northern America,Americas,"Otero and Lincoln Counties (New Mexico); California, Washington states",,,,,Km2,,,2024,6,17,2024,7,15,2,2,1500,,1502,1200000
2024-0422-CAN,Meteorological,Storm,Tropical cyclone,Hurricane 'Beryl',CAN,Canada,Northern America,Americas,Nouvelle Ecosse,,Flood,,,Kph,,,2024,7,12,2024,7,12,1,,,,,
2024-0422-USA,Meteorological,Storm,Tropical cyclone,Hurricane 'Beryl',USA,United States of America,Northern America,Americas,"Texas, Louisiana",,Flood,,130,Kph,,,2024,7,8,2024,7,9,46,,207,,207,7200000
2024-0463-CAN,Climatological,Wildfire,Wildfire (General),,CAN,Canada,Northern America,Americas,Quebec province,,,,,Km2,,,2024,6,21,2024,6,25,,,,,,
2024-0474-USA,Hydrological,Flood,Flood (General),,USA,United States of America,Northern America,Americas,"Iowa, South Dakota, Minnesota, Nebraska, Wisconsin and Michigan.",Heavy rains,,,,Km2,,,2024,6,16,2024,6,23,4,,6000,,6000,1100000
2024-0481-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Pratapgarh, Sultanpur, Chandauli, Mainpuri, Prayagraj, Auraiya, Deoria, Hathras, Varanasi and Siddharthnagar districts (Uttar Pradesh); Assam",Monsoon rain,Lightening,,,Km2,,,2024,7,9,2024,7,15,125,20,1000000,,1000020,
2024-0518-CAN,Meteorological,Storm,Storm (General),,CAN,Canada,Northern America,Americas,"Windsor, Sarnia, London, Watford, Petrolia, Mississauga, Vaughan, Hamilton, Milton, Oakville, Burlington, Kitchener/Waterloo (Toronto)",,Flood,,,Kph,,,2024,7,13,2024,7,17,,,20,,20,2250000
2024-0518-USA,Meteorological,Storm,Storm (General),,USA,United States of America,Northern America,Americas,"Ontario, Montana, South Dakota, Minnesota, Wisconsin, Illinois, Missouri, Ohio, Mississippi, New York, New Jersey, Pennsylvania, Arkansas, llinois, Indiana,",,Flood,,,Kph,,,2024,7,13,2024,7,17,2,,,,,2400000
2024-0524-CAN,Climatological,Wildfire,Wildfire (General),Jasper Complex Fire,CAN,Canada,Northern America,Americas,National park Jasper (Alberta province); Colombie-Britannique,"Warm temperatures, dry conditions, and strong winds, lightenings",,,,Km2,,,2024,7,22,2024,8,7,1,,,,,1000000
2024-0547-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,"Mundakkai, Chooralmala, Attamala, and Noolpuzha villages (Wayanad district, Kerala state)",Monsoon rain,,,,,,,2024,7,30,2024,7,30,378,91,,3000,3091,140000
2024-0561-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Mandi, Kullu, Shimla districts (Himachal Pradesh)",Heavy rains,,,,Km2,,,2024,7,31,2024,8,23,46,,,,,
2024-0573-CAN,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Debby',CAN,Canada,Northern America,Americas,Quebec,,Flood,,,Kph,,,2024,8,8,2024,8,10,1,,,,,3000000
2024-0573-USA,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Debby',USA,United States of America,Northern America,Americas,"Tampa, Manatee, and St. Petersburg (Florida); Georgia; South Carolina, North Carolina, Virginia, New Yprk, Pennsylvania",,Flood,,120,Kph,,,2024,8,5,2024,8,6,17,,,,,2500000
2024-0582-CAN,Meteorological,Storm,Hail,,CAN,Canada,Northern America,Americas,Calgary (Alberta),,Flood,,100,Kph,,,2024,8,5,2024,8,6,,,,,,2700000
2024-0624-IND,Hydrological,Flood,Flash flood,,IND,India,Southern Asia,Asia,Tripura state,Heavy rains,,,,Km2,,,2024,8,19,2024,8,23,26,,1700000,,1700000,
2024-0627-IND,Hydrological,Mass movement (wet),Landslide (wet),,IND,India,Southern Asia,Asia,"Dipu Dara village (Singtam municipality, Gangtok district, Sikkim state)",Heavy rains,,,,,,,2024,8,22,2024,8,22,10,,90,,90,
2024-0647-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,"Gujarat, Maharashtra, Tripura States",Monsoon rains,"Slide (land, mud, snow, rock)|Storm",,,Km2,,,2024,8,26,2024,8,27,25,23,8007150,,8007173,
2024-0669-USA,Climatological,Wildfire,Wildfire (General),"'Brige fire', 'Airport fire'",USA,United States of America,Northern America,Americas,"Los Angeles, Orange, Riverside, San Bernardino counties (California); Grant, Crook, and Wheeler Counties (Oregon); Nevada",,Heat wave,,,Km2,,,2024,9,4,2024,9,19,,33,,99,132,
2024-0671-USA,Meteorological,Storm,Tropical cyclone,Tropical storm 'Francine',USA,United States of America,Northern America,Americas,"Mississippi, Louisiana, Alabama, Florida",,Flood,,148,Kph,,,2024,9,11,2024,9,12,,,,,,1300000
2024-0693-USA,Meteorological,Storm,Tropical cyclone,Tropical cyclone 'Helene',USA,United States of America,Northern America,Americas,"Florida, Georgia, North Carolina, South Carolina, Tennessee, Kentucky, Indiana and Virginia",,Flood|Surge,,225,Kph,,,2024,9,25,2024,9,28,219,,,,,56000000
2024-0719-IND,Hydrological,Flood,Flood (General),,IND,India,Southern Asia,Asia,Meghalaya,Heavy rains,"Slide (land, mud, snow, rock)",,,Km2,,,2024,10,4,2024,10,7,15,,,,,
2024-0722-USA,Meteorological,Storm,Tropical cyclone,Hurricane 'Milton',USA,United States of America,Northern America,Americas,"Hillsborough, Pinellas, Sarasota Volusia, Saint Petersburg, Tampa, (Florida state)",,Flood|Surge,,205,Kph,,,2024,10,9,2024,10,10,32,13,1000,,1013,38000000
2024-0754-USA,Meteorological,Extreme temperature,Heat wave,,USA,United States of America,Northern America,Americas,Arizona,,,,40,°C,,,2024,4,18,2024,10,31,1006,,,,,
2024-0778-IND,Meteorological,Storm,Tropical cyclone,Tropical storm 'Dana',IND,India,Southern Asia,Asia,Odisha and West Bengal,,Flood|Surge,,120,Kph,,,2024,10,24,2024,10,25,9,12,3810000,,3810012,73300
2024-0788-USA,Hydrological,Flood,Flash flood,,USA,United States of America,Northern America,Americas,"Roswell (Chaves county, Eastern New Mexico)",Heavy rains,,,,Km2,,,2024,10,18,2024,10,20,2,38,300,,338,
2024-0814-USA,Meteorological,Storm,Severe weather,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Arkansas states",,Flood|Lightening,,,Kph,,,2024,11,2,2024,11,5,5,11,408,120,539,
2024-0827-USA,Climatological,Wildfire,Wildfire (General),'Mountain fire',USA,United States of America,Northern America,Americas,Ventura county (California),,,,,Km2,,,2024,11,6,2024,11,8,,6,381,729,1116,100000
2024-0881-IND,Meteorological,Storm,Tropical cyclone,Storm 'Fengal',IND,India,Southern Asia,Asia,"Chennai city, Ooty town, Vellore city , Puducherry city (Tamil Nadu)",,"Flood|Slide (land, mud, snow, rock)|Surge",,80,Kph,,,2024,12,1,2024,12,1,20,,,,,
2024-0897-USA,Climatological,Wildfire,Wildfire (General),'Franklin',USA,United States of America,Northern America,Americas,"Near Malibu city, Santa Monica mountains (Los Angeles County, California)",,,,,Km2,,,2024,12,9,2024,12,11,,,90,60,150,
2025-0002-USA,Meteorological,Storm,Blizzard/Winter storm,,USA,United States of America,Northern America,Americas,"Virginia, Missouri, Kentucky, Indiana, Illinois, Maryland, New Jersey, Arkansas Washington District of Columbia, Florida, Alabama, Louisiana, Texas, Georgia, South Carolina, and North Carolina states,",,Cold wave|Transport accident,,,Kph,,,2025,1,5,2025,1,23,12,31,,,31,
